Nom,Prénoms,Date_de_naissance,Ville_de_naissance,Département_de_naissance,Pays,Régiment,Grade,Date_du_décès,Département_de_décès,Lieu_du_décès,Pays_de_décès,nomDptDécès
LAMOTHE (de),Georges Henri Charles,1880-08-19,Chambéry,73,France,280e Infanterie,Soldat,05/06/1915,62,Aix-Noulette,France,Pas-de-Calais 
LAMOUREUX,Gabriel Octave,1877-12-27,Châtellerault,86,France,328e Infanterie,Capitaine,25/07/1918,2,Brécy,France,Aisne 
LAN,David,1882-10-08,Alais,30,France,14e Infanterie,Soldat,07/07/1916,55,Verdun,France,Meuse 
LANDELLE,Marius,1888-10-01,Toulouse,31,France,366e Infanterie,Sergent fourrier,19/10/1918,,Meulebeke,Belgium,
LANES,Louis Joseph René,1877-02-11,Mende,48,France,90e Infanterie,Capitaine,02/01/1915,,Zonnebeke,Belgium,
LANNEGRAND,Maurice,1885-04-12,Estang,32,France,281e Infanterie,Soldat,11/05/1915,62,Vermelles,France,Pas-de-Calais 
LANNES,Joseph Jean,1893-08-18,Toulouse,31,France,83e Infanterie,Soldat,27/08/1914,8,Thelonne,France,Ardennes 
LANNES,Albert Jacques,1892-03-16,Toulouse,31,France,225e Infanterie,Caporal,11/02/1916,62,Camblain-L'Abbé,France,Pas-de-Calais 
LANNUS,Pierre Jean,1887-10-13,Toulouse,31,France,7e Infanterie,Sergent fourrier,06/09/1914,51,Sommepy-Tahure,France,Marne 
LANTIC,Jean,1895-07-08,Toulouse,31,France,8e Infanterie,Soldat,18/02/1917,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LAPALU,Antoine,1893-10-18,Plaisance-du-Touch,31,France,88e Infanterie,Soldat,22/05/1915,44,Nantes,France,Loire-Atlantique 
LAPALU,Antoine,1894-02-12,Toulouse,31,France,96e Infanterie,Soldat,08/03/1915,51,Châlons-en-Champagne,France,Marne 
LAPALU,Albert,1887-09-16,Toulouse,31,France,146e Infanterie,Soldat,25/09/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LAPARRE de SAINT SERNIN (de),Jean Marie Théophile,1887-07-24,Angoulême,16,France,17e Artillerie,Lieutenant,18/04/1915,88,Neufchâteau,France,Vosges 
LAPASSET,Aimé Didier,1897-10-27,Toulouse,31,France,85e Infanterie,Soldat,27/07/1916,55,Damloup,France,Meuse 
LAPEDAGNE,Jean Marie,1896-07-19,Toulouse,31,France,7e Infanterie,Sous-Lieutenant,09/05/1915,62,Roclincourt,France,Pas-de-Calais 
LAPERCHE,Paul Louis Pierre Jacques,1894-10-09,Toulouse,31,France,28e Artillerie,Aspirant,26/02/1916,51,Somme-Suippe,France,Marne 
LAPERSONNE,Marie Pierre,1892-07-08,Castelmaurou,31,France,1er Infanterie coloniale du Morocco,Soldat,24/10/1916,55,Douaumont,France,Meuse 
LAPLACE,Alexandre François,1891-07-21,Toulouse,31,France,9e Artillerie de campagne,Maître pointeur,22/07/1916,80,Cerisy,France,Somme 
LAPLANTE,Charles Pierre Maurice,1887-11-04,Paris 3e,75,France,169e Infanterie,Sous-Lieutenant,25/09/1915,51,Vienne-le-Château,France,Marne 
LAPORTE,Louis,1884-07-04,Réalmont,81,France,296e Infanterie,Soldat,21/05/1916,55,Esne-en-Argonne,France,Meuse 
LAPORTE,Charles,1894-10-23,Ondes,31,France,96e Infanterie,Soldat,17/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LAPORTE,François,1875-01-11,Puylaroque,82,France,214e Infanterie,Sergent,12/03/1916,55,Marre,France,Meuse 
LAPORTE,Henri Antoine Jude,1884-04-01,Toulouse,31,France,96e Infanterie,Soldat,29/09/1915,51,Sommepy-Tahure,France,Marne 
LAPORTE,Jean,1894-11-04,Toulouse,31,France,18e Artillerie,Brigadier,22/08/1914,,Luchy,Belgium,
LAPRADE,Gaston Achille,1888-07-08,Perpignan,66,France,24e Infanterie Coloniale,Soldat,24/09/1914,3,Moulins,France,Allier 
LARRIBEAU,Mathieu Jean Grégoire,1879-01-11,Toulouse,31,France,154e Infanterie,Soldat,10/10/1918,54,Malzeville,France,Meurthe-et-Moselle 
LARRIEU,Germain,1891-09-21,Toulouse,31,France,15e Infanterie,Soldat,02/09/1914,54,Hériménil,France,Meurthe-et-Moselle 
LARRIEU,Michel Marius,1893-10-09,Paris 11e,75,France,59e Infanterie,Sous-Lieutenant,16/01/1916,62,Arras,France,Pas-de-Calais 
LARRIEU,Gaston Firmin,1892-02-26,Bize,11,France,7e Infanterie,Soldat,28/12/1914,55,Wargemoulin-Hurlus,France,Meuse 
LARRIEU,Jacques Albert,1896-11-25,Oloron-Sainte-Marie,64,France,363e Infanterie,Soldat,19/04/1917,51,Berméricourt,France,Marne 
LARRIEU,Bertrand Jean Marie Marius,1890-09-10,Toulouse,31,France,14e Infanterie,Soldat,22/08/1914,,Anloy,Belgium,
LARRIEU,Marius Joseph Jules,1886-02-16,Toulouse,31,France,131e Infanterie,Soldat,17/04/1917,2,La Ville-aux-Bois-lès-Pontavert.,France,Aisne 
LARROCHE,Michel,1873-02-26,Toulouse,31,France,133e Infanterie,Soldat,18/09/1915,2,Michelbach,France,Aisne 
LARROQUE,Édouard Louis,1878-05-23,Casteljaloux,47,France,22e Infanterie,Soldat,06/09/1916,55,Vaux-devant-Damloup,France,Meuse 
LARROQUE,Émile,1888-05-10,Toulouse,31,France,11e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
LARROQUE,Jean Marie,1891-02-03,Renneville,31,France,15e Infanterie,Soldat,25/08/1914,54,Rozelieures,France,Meurthe-et-Moselle 
LARROUY,Raymond,1882-10-08,Eauze,32,France,288e Infanterie,Soldat,07/03/1916,55,Cumières-le-Mort-Homme,France,Meuse 
LARROYER,Simon Marius,1872-07-19,Toulouse,31,France,57e Infanterie,Soldat,28/07/1915,59,Bourbourg,France,Nord 
LARROZE,Henri Marie,1884-06-22,L'isle-en-Dodon,31,France,283e Infanterie,Soldat,10/03/1917,54,Manonville,France,Meurthe-et-Moselle 
LARRU,François Marius,1894-05-11,Toulouse,31,France,53e Infanterie,Caporal,23/05/1916,55,Damloup,France,Meuse 
LARTIGUE,Jules Joseph,1894-03-22,Villecomtal,32,France,59e Infanterie,Soldat,17/09/1918,2,Savy,France,Aisne 
LARTIGUE,Jean,1892-09-10,Agen,47,France,14e Infanterie,Soldat,31/05/1918,2,Blanzy-les-Fismes,France,Aisne 
LARUE,Charles Augustin,1877-06-22,Arganchy,14,France,245e Infanterie,Soldat,24/09/1917,55,Verdun,France,Meuse 
LASFARGUES,Claude Fernand Jean,1880-11-13,Compreignac,87,France,214e Infanterie,Caporal,06/09/1916,55,Vaux-devant-Damloup,France,Meuse 
LASSAVE,Joseph,1889-12-26,Capens,31,France,9e Infanterie,Soldat,21/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
LASSAVE,Alexandre,1886-05-28,Capens,31,France,132e Infanterie,Soldat,29/09/1916,80,Bouchavesnes-Bergen,France,Somme 
LASSAVE,François Bertrand,1887-06-05,Saint-Sulpice-de-Lézat,31,France,8e Escadron du Train des équipages militaires,Conducteur,12/01/1917,51,Mourmelon-le-Petit,France,Marne 
LASSERRE,Henri Louis,1878-06-17,Toulouse,31,France,11e Infanterie,Soldat,06/08/1916,55,Verdun,France,Meuse 
LASSERRE,Victor,1893-11-16,Toulouse,31,France,88e Infanterie,Soldat,27/08/1914,8,Angecourt,France,Ardennes 
LASSERRE,Jean Marie,1882-01-05,Toulouse,31,France,97e Infanterie,Soldat,25/09/1915,62,Estrée-Cauchy,France,Pas-de-Calais 
LASSERRE,Joseph,1886-12-07,Fleurance,32,France,54e Infanterie,Caporal,04/11/1918,,Eyne,Belgium,
LASSERRE,Jean Bernard,1897-08-26,Toulouse,31,France,42e Artillerie,2e Canonnier conducteur,02/10/1918,8,Marvaux-Vieux,France,Ardennes 
LASSERRE,Jules Jean,1886-06-26,Alger,,Algeria,55e Artillerie,Capitaine,18/10/1918,59,Dunkerque,France,Nord 
LASSERRE,Paul,1892-03-11,Toulouse,31,France,83e Infanterie,Caporal,21/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
LASSERRE,Jules Pascal,1883-08-31,Auch,32,France,96e Infanterie,Soldat,23/09/1914,54,Grosrouvres,France,Meurthe-et-Moselle 
LASSEUBE,Frédéric Marie,1880-03-13,Toulouse,31,France,83e Infanterie,Soldat,14/06/1915,62,Arras,France,Pas-de-Calais 
LASSUS,Jean Maximilien,1884-08-16,Engomer,9,France,296e Infanterie,Caporal,21/05/1916,55,Esne-en-Argonne,France,Meuse 
LASSUS,Louis Marius Joseph,1891-03-23,Toulouse,31,France,15e Infanterie,Sergent,09/11/1914,,Ypres,Belgium,
LASSUS,Pierre Eugène Julien,1895-02-05,Toulouse,31,France,53e Infanterie,Soldat,05/10/1915,51,Souain-Perthes-les Hurlus,France,Marne 
LATGER,Joseph,1895-09-18,Lavalette,31,France,122e Infanterie,Soldat,20/08/1917,55,Cumières-le-Mort-Homme,France,Meuse 
LATOU,François,1893-11-03,Carbonne,31,France,143e Infanterie,Caporal,09/06/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LATOU,Pierre,1891-04-28,Carbonne,31,France,19e Génie,Sergent,23/01/1915,51,Vienne-le-Château,France,Marne 
LATOUR,Jean Paul,1886-04-19,Toulouse,31,France,18e Artillerie de campagne,Soldat,22/08/1914,,Luchy,Belgium,
LATOUR,Jean Antoine Charles,1894-12-19,Toulouse,31,France,356e Infanterie,Sous-Lieutenant,11/10/1918,51,Bussy-le-Château,France,Marne 
LATREILLE,François Lucien,1896-08-29,Villefranche-de-Lauragais,31,France,223e Artillerie,2e Canonnier servant,26/06/1918,51,Sézanne,France,Marne 
LATREILLE,Fernand Jean Lucien,1894-08-03,Saverdun,9,France,96e Infanterie,Caporal,15/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LATRILLE,Louis,1896-01-12,Toulouse,31,France,88e Infanterie,Soldat,29/10/1918,32,Mirande,France,Gers 
LATRILLE,Pascal,1895-10-15,Toulouse,31,France,53e Infanterie,Soldat,29/05/1915,51,Souain-Perthes-les Hurlus,France,Marne 
LATZERUS,Jean,1877-03-14,Toulouse,31,France,67e Infanterie,Soldat,23/07/1917,28,Chartres,France,Eure-et-Loir 
LAUAT,Jean Marcellin,1882-12-27,Béziers,34,France,14e Infanterie,Caporal,24/05/1915,62,Villers-au-Bois,France,Pas-de-Calais 
LAUGA,Auguste Marie,1888-01-21,Toulouse,31,France,24e Infanterie Coloniale,Soldat,24/10/1914,51,Châlons-en-Champagne,France,Marne 
LAULETTA,Joseph,1897-07-04,Toulouse,31,France,415e Infanterie,Soldat,17/08/1918,38,Grenoble,France,Isère 
LAUMET,Louis,1883-04-15,Puch,47,France,215e Infanterie,Caporal,22/08/1917,51,Saint-Gilles,France,Marne 
LAUQUE,Élie,1890-03-25,Mont,65,France,53e Infanterie,Caporal,20/08/1914,57,Rorbach-lès-Dieuze,France,Moselle 
LAURAC,Jean Baptiste Guillaume,1891-10-09,Toulouse,31,France,15e Infanterie,Soldat,25/08/1914,54,Rozelieures,France,Meurthe-et-Moselle 
LAURENS,Paul,1895-09-20,Toulouse,31,France,143e Infanterie,Soldat,10/10/1915,51,Braux-Sainte-Cohière,France,Marne 
LAURENS,Julien,1894-12-07,Toulouse,31,France,97e Infanterie,Soldat,27/09/1915,62,Souchez,France,Pas-de-Calais 
LAURENS,Lucien Henri,1888-05-22,Paris,75,France,53e Infanterie,Soldat,28/09/1914,54,Bernécourt,France,Meurthe-et-Moselle 
LAURENS,François Léon,1879-01-16,Toulouse,31,France,209e Infanterie,Soldat,22/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
LAURENT,Paul Raymond,1898-01-23,Graulhet,81,France,147e Infanterie,Soldat,17/07/1918,2,Chézy-en-Orxois,France,Aisne 
LAURENT,Guillaume,1894-12-30,Gauré,31,France,96e Infanterie,Soldat,20/03/1915,51,Saint-Jean-sur-Tourbe,France,Marne 
LAURENT,Paul Germain,1895-08-31,Toulouse,31,France,53e Infanterie,Soldat,19/04/1915,51,Souain-Perthes-les Hurlus,France,Marne 
LAURENT,Philippe,1889-03-22,Corronsac,31,France,54e Infanterie Coloniale,Soldat,14/09/1918,,,Macedonia,
LAURENT,Dominique,1888-05-03,Rouffiac,31,France,8e Infanterie,Soldat,01/07/1918,2,La-Ferté-Milon,France,Aisne 
LAURENT,Firmin Luc Marie Julien,1883-10-18,Cambernaud,31,France,17e Escadron du train des équipages militaires,Brigadier,09/12/1918,82,Montauban,France,Tarn-et-Garonne 
LAURENT,Gaston,1885-07-23,Toulouse,31,France,257e Artillerie,Maître pointeur,21/10/1917,2,Cuissy-et-Geny,France,Aisne 
LAURENT,Pierre Augustin,1894-12-12,Toulouse,31,France,46e Artillerie,Brigadier,16/03/1917,54,Montauville,France,Meurthe-et-Moselle 
LAURENT,François,1888-09-01,Belberaud,31,France,24e Infanterie Coloniale,Soldat,09/02/1915,51,Saint-Jean-sur-Tourbe,France,Marne 
LAURENTIER,François Antoine Ernest,1890-03-09,La Goulette,,Tunisia,288e Infanterie,Caporal fourrier,10/05/1918,35,Redon,France,Ile-et-Vilaine 
LAURINE,Henri Bertrand,1885-09-19,Pau,64,France,90e Infanterie,Soldat,11/04/1918,80,Rouvrel,France,Somme 
LAURISSESQUES,Edmont Jean Louis,1877-04-16,Paris 7e,75,France,16e Section des commis et ouvriers d'administration,2e Classe,20/04/1918,25,Beaume-les-Dames,France,Doubs 
LAUTRE,Jean,1885-02-28,Toulouse,31,France,14e Infanterie,Soldat,02/01/1919,31,Toulouse,France,Haute-Garonne 
LAUTRES,Henri,1887-04-29,Saint-Jory,31,France,88e Infanterie,Soldat,19/02/1916,62,Roclincourt,France,Pas-de-Calais 
LAUZERO,Marius,1882-08-08,Toulouse,31,France,14e Infanterie,Soldat,15/09/1914,51,Souain-Perthes-les Hurlus,France,Marne 
LAUZERTE,Eliacin,1899-02-09,Baraigne,11,France,20e Infanterie,Sergent,11/05/1915,62,Thélus,France,Pas-de-Calais 
LAVAL,Louis Charles,1883-03-09,Sauveterre,12,France,122e Infanterie,Soldat,22/07/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LAVAL,Eugène Pierre Jean,1888-12-03,Toulouse,31,France,7e Infanterie,Sergent,31/05/1918,2,Vierzy,France,Aisne 
LAVALETTE (de),Louis Marie Jacques,1890-02-09,Montauban,82,France,4e Artillerie,Brigadier,22/09/1916,80,Barleux,France,Somme 
LAVEAU,Édouard,1888-06-24,Toulouse,31,France,129e Infanterie,Soldat,22/05/1916,55,Douaumont,France,Meuse 
LAVEDAN,Eugène Benjamin,1893-06-14,Toulouse,31,France,128e Infanterie,Soldat,01/08/1918,2,Saponay,France,Aisne 
LAVERAN,Jean,1885-03-16,Toulouse,31,France,343e Infanterie,Caporal,25/09/1914,88,Lesseux,France,Vosges 
LAVIGNE,Pierre,1897-08-17,Toulouse,31,France,2e Zouaves,Soldat,13/04/1916,,Oran,Algeria,
LAVINAL,Antoine Alain,1886-03-13,Rueyres,46,France,23e Section d'infirmiers militaires,Soldat,04/09/1916,55,,France,Meuse 
LAVOLTE,Pierre,1887-08-03,Toulouse,31,France,214e Infanterie,Caporal,04/09/1916,55,Damloup,France,Meuse 
LAYOLE,Jean Antoine,1885-06-24,Toulouse,31,France,135e Infanterie,Soldat,30/10/1918,60,Beauvais,France,Oise 
LAYOLE,Jean,1888-10-04,Les Églisottes-et-Chalaures,33,France,7e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
LAZERGES,Baptiste Aymon,1888-05-23,Toulouse,31,France,53e Infanterie,Soldat,16/11/1914,59,Dunkerque,France,Nord 
LAZES,Fernand Michel,1892-03-05,Saint-Beauzely,12,France,12e Cuirassier,Soldat,04/04/1918,80,Ailly-sur-Noye,France,Somme 
LE CORGNE,Raymond Maurice,1895-02-08,Toulouse,31,France,126e Infanterie,Soldat,23/05/1916,55,Douaumont,France,Meuse 
LE CORNEC,Roger Alfred,1882-12-05,Auch,32,France,135e Infanterie,Lieutenant,30/10/1914,,Zonnebeke,Belgium,
LE COUSIN,Pierre,1893-02-15,Toulouse,31,France,143e Infanterie,Soldat,01/11/1914,,Heuvelland,Belgium,
LEBEAU,Guillaume André,1893-09-11,Toulouse,31,France,11e Infanterie,Soldat,24/12/1914,51,Wargemoulin-Hurlus,France,Marne 
LEBEC,Edmond Fernand,1886-05-15,Toulouse,31,France,81e Infanterie,Caporal,07/12/1914,,Ypres,Belgium,
LEBEC,Pierre,1882-10-25,Toulouse,31,France,14e Infanterie,Soldat,20/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
LEBRUN,Émile Louis,1888-06-17,Paris 8e,75,France,20e Section des secrétaires d'état-major et du recrutement,Soldat,23/07/1918,77,La Ferté-Gaucher,France,Seine-et-Marne 
LECHARPE,Jean Joseph,1884-09-14,Toulouse,31,France,214e Infanterie,Soldat,08/09/1914,55,Ippécourt,France,Meuse 
LECHENETIER,Paul Louis Ernest,1897-02-06,Cierp,31,France,7e Bataillon de Chasseurs à pied,Soldat,20/08/1918,60,Crapeaumesnil,France,Oise 
LECLERC,Armand Léopold,1895-10-13,Bruxelles,,Belgium,32e Artillerie de campagne,Soldat,29/10/1918,77,Avon,France,Seine-et-Marne 
LECLERCQ,Maurice Paul Germain,1895-05-21,Paris 9e,75,France,126e Infanterie,Soldat,17/12/1915,62,Neuville-Saint-Vaast,France,Pas-de-Calais 
LECOCQ,Paul Clair Louis,1884-09-22,Toulouse,31,France,311e Infanterie,Caporal,15/06/1916,55,Verdun,France,Meuse 
LECOURT,Léon Paul,1878-12-13,Anthenay,51,France,234e Infanterie,Soldat,04/09/1916,55,Chaumont-sur-Aire,France,Meuse 
LEDOUX,Charles Eugène,1889-01-30,Dijon,21,France,14e Infanterie,Soldat,19/09/1914,51,Vitry-le-François,France,Marne 
LEFEVRE,Juste Édouard,1888-12-15,Sens,41,France,45e Artillerie,2e Canonnier,05/09/1918,51,Gouvieux,France,Marne 
LEFEVRE,Gaston Charles Henri,1871-03-14,Floyon,59,France,10e Artillerie à pied,Maréchal des Logis,29/10/1916,80,Bray-sur-Somme,France,Somme 
LEGUEVAQUES,Paul Émile,1876-04-27,Toulouse,31,France,14e Infanterie,Soldat,01/10/1918,31,Toulouse,France,Haute-Garonne 
LEGUEVAQUES,Marius Germain,1882-01-10,Plaisance,31,France,14e Infanterie,Soldat,08/09/1915,51,Vienne-le-Château,France,Marne 
LEHINGUE,Émile Georges,1898-08-03,Marmande,47,France,23e Artillerie,Soldat,23/02/1916,31,Toulouse,France,Haute-Garonne 
LEMENU,Henri,1884-01-17,Toulouse,31,France,296e Infanterie,Soldat,16/10/1914,62,Vermelles,France,Pas-de-Calais 
LEMIGNAN,Joseph Aimé,1886-07-26,Pamiers,9,France,80e Infanterie,Sergent,07/11/1914,,Heuvelland,Belgium,
LEMOINE,Jean,1879-02-06,Toulouse,31,France,Section d'infirmiers coloniaux,Sergent major,07/06/1916,33,Bordeaux,France,Gironde 
LEMOINE,Geoffroy Marie Auguste Yvon,1891-03-10,Vichy,3,France,19e Dragons,Lieutenant,04/09/1914,77,Flagy,France,Seine-et-Marne 
LENFANT,André Jean,1893-09-15,Toulouse,31,France,109e Infanterie,Soldat,31/10/1918,,Zulte,Belgium,
LENFANT,Jean Marie Bernard,1886-05-04,Toulouse,31,France,2e Génie,Caporal,18/03/1915,55,Les Éparges,France,Meuse 
LENFROY,Maurice,1885-07-04,Toulouse,31,France,414e Infanterie,Canonnier,02/11/1918,59,Dunkerque,France,Nord 
LEONARD,Jean Casimir,1894-04-02,Toulouse,31,France,96e Infanterie,Soldat,16/03/1916,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LEONARD,Jean Marie,1897-11-23,Toulouse,31,France,11e Tirailleurs,Soldat,05/09/1918,53,Évron,France,Mayenne 
LEPLAT,François Louis Romain,1896-10-07,Toulouse,31,France,14e Infanterie,Caporal,30/04/1917,55,Pontfaverger-Moronvilliers,France,Meuse 
LESDAIN,Henri Joseph,1891-01-07,Armentières,59,France,84e Infanterie,Soldat,15/09/1918,,Bitola,Macedonia,
LESTANG,Saby Ernest Jean,1893-02-05,Toulouse,31,France,11e Infanterie,Caporal,22/08/1914,,Bertrix,Belgium,
LESTEL,Marcellin,1882-12-10,Burret,9,France,259e Infanterie,Caporal,17/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
LESTURGEON,Louis,1894-12-19,Santiago du chile,,chile,22e Infanterie,Soldat,16/06/1917,2,Vendresse-Beaulne,France,Aisne 
LETRENNE,Bernard Marius,1892-03-11,Toulouse,31,France,7e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
LEUTARD,Marius Jean,1895-02-17,Toulouse,31,France,126e Infanterie,Soldat,25/09/1915,62,Neuville-Saint-Vaast,France,Pas-de-Calais 
LEVADE,Jean Raymond,1888-09-14,Lanta,31,France,24e Infanterie Coloniale,Soldat,18/09/1914,51,Virginy,France,Marne 
LEVEL,Philippe Marie,1888-09-20,Eu,76,France,14e Infanterie,Lieutenant,22/08/1914,,Bertrix,Belgium,
LEVY,Prosper,1896-01-28,Carcassonne,11,France,117e Artillerie lourde,Maréchal des Logis,16/03/1918,55,Bras-sur-Meuse,France,Meuse 
LEVY,Isaac Mathieu,1882-09-15,Toulouse,31,France,176e Infanterie,Soldat,03/06/1915,,Seddülbahir,Turkey,
LEVY,Eliazar,1869-09-25,Toulouse,31,France,17e Section Infirmerie militaire,Sergent,14/12/1915,31,Toulouse,France,Haute-Garonne 
LEZAT,Jean Jules François Louis,1883-02-12,Labastide-Saves,32,France,96e Infanterie,Caporal,04/08/1916,55,Fleury-devant-Douaumont,France,Meuse 
LIBAROS,Auguste,1884-01-14,L'isle-Jourdain,32,France,214e Infanterie,Soldat,04/09/1916,55,Damloup,France,Meuse 
LIBIS,Jean Marie Louis,1884-06-23,Toulouse,31,France,214e Infanterie,Soldat,30/09/1914,55,Lacroix-sur-Meuse,France,Meuse 
LIETAERT,Jules Alois,1890-04-14,Tourcoing,59,France,4e Zouaves de Marche,Soldat,30/03/1918,60,Orvillers-Sorel,France,Oise 
LIEUX,Paul Raymond,1874-04-18,Toulouse,31,France,31e Infanterie,Caporal fourrier,06/09/1918,49,Cholet,France,Maine-et-Loire 
LIGOUNET,Hubert Joseph,1894-01-30,Limoges,87,France,23e Artillerie de campagne,2e Canonnier,10/10/1918,27,Bueil,France,Eure 
LILE,Jean Marie,1885-07-15,Fonbeauzard,31,France,280e Infanterie,Soldat,10/02/1915,40,Dax,France,Landes 
LIMOUZIN,Jean Marie Louis,1888-08-02,Toulouse,31,France,14e Infanterie,Soldat,08/09/1914,51,Courdemanges,France,Marne 
LINAS,Pierre,1890-11-15,Grisolles,82,France,14e Infanterie,Soldat,04/09/1918,,Sainte-Croix,Switzerland,
LISONNAT,Jean,1880-01-08,Toulouse,31,France,96e Infanterie,Soldat,10/06/1915,,Kassel,Germany,
LIZEAU,Jean,1879-11-25,Toulouse,31,France,14e Infanterie,Caporal,19/09/1915,51,Vienne-le-Château,France,Marne 
LIZOP,Jean Marie Victor,1884-07-27,Toulouse,31,France,31e Chasseur à pied,Caporal,01/10/1915,62,Bruay-la-Buissière,France,Pas-de-Calais 
LLADOS,Jean Marie,1889-01-03,Toulouse,31,France,44e Infanterie coloniale,Soldat,25/09/1914,55,Lacroix-sur-Meuse,France,Meuse 
LOCRE,Louis Jean Charles,1892-08-28,Toulouse,31,France,20e Infanterie,Sous-Lieutenant,24/07/1918,59,Armentières,France,Nord 
LOHO,Alfred Victor,1881-08-12,Nouméa,988,New Caledonia,21e Infanterie coloniale,Sergent major,22/08/1914,,Neufchâteau,Belgium,
LOMBARD,Pierre,1885-11-13,Montesquieu-Volvestre,31,France,2e Génie,Soldat,29/05/1916,2,Berry-au Bac,France,Aisne 
LOMBES,Jean Baptiste,1885-08-16,Sabonneres,31,France,11e Infanterie,Caporal,19/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
LOMBES,Ambroise Marie Charles,1889-04-25,L'Union,31,France,3e Artillerie,Lieutenant,01/11/1914,,Ypres,Belgium,
LOMBRAIL,Étienne Jean,1872-08-22,Toulouse,31,France,42e Infanterie coloniale,Lieutenant,04/03/1915,55,Vauquois,France,Meuse 
LOMPEDRE,Antoine Maurice,1883-06-09,Fleurance,32,France,120e Infanterie,Caporal,09/09/1918,51,Sommepy-Tahure,France,Marne 
LONG,Alexandre Jean,1889-03-18,Burgaud,31,France,24e Infanterie Coloniale,Soldat,15/04/1917,2,Laffaux,France,Aisne 
LONGUEVILLE,Abel Léon,1888-10-03,Valence,26,France,277e Infanterie,Médecin Aide-Major,16/04/1918,80,Sauvillers-Mongival,France,Somme 
LOO,François Pierre,1882-09-22,Saint-Béat,33,France,3e Infanterie coloniale,Adjudant,22/08/1914,,Tintigny,Belgium,
LORANCEAU,Théodore Henri,1888-10-26,Montauban,82,France,17e Section d'Infirmiers militaires,Soldat,16/10/1918,76,Forges-les-Eaux,France,Seine-Maritime 
LOUBENS,Georges Jean,1890-10-06,Toulouse,31,France,4e Infanterie de tirailleurs Algerians,Soldat,19/10/1918,8,Olizy-Primat,France,Ardennes 
LOUBENS,Paul Bernard,1892-01-31,Castillon-Savès,32,France,329e Infanterie,Sergent,23/07/1917,2,Paissy,France,Aisne 
LOUBET,Gabriel Henri,1894-02-27,Toulouse,31,France,126e Infanterie,Soldat,26/04/1915,55,Mouilly,France,Meuse 
LOUBET,Joseph Adolphe Alexandre,1887-02-16,Labastide-de-Salat,9,France,24e Infanterie Coloniale,Soldat,06/09/1914,51,Blaise,France,Marne 
LOUBIE,Amédée Louis,1896-02-08,Castres,81,France,1er Tirailleurs Moroccoains,Capitaine fourrier,13/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
LOUBIERE,Paul Bernard,1880-03-12,Aiguillon,47,France,88e Infanterie,Sous-Lieutenant,08/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
LOUDAS,Donatien Marius,1888-10-23,Gimont,32,France,23e Artillerie,Maréchal des Logis,24/10/1914,9,Pamiers,France,Ariège 
